,data_id,file_urls,files,liked,title,watched,dominant_color,palette,genre,year,country,director
56,70105,['https://a.ltrbxd.com/resized/sm/upload/v5/7f/mn/y8/ysTohGF7NY9Z6MYz9vLNYiyzh0r-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/v5/7f/mn/y8/ysTohGF7NY9Z6MYz9vLNYiyzh0r-0-150-0-225-crop.jpg', 'path': 'full/723ce16b93d2a5d9a2ea77d7c14162acd0befb27.jpg', 'checksum': '568227da3c57300f6e228b53065a7d67'}]",41000.0,Moonrise Kingdom,126000.0,"(120, 166, 176)","[(120, 166, 175), (217, 197, 126), (128, 120, 55), (85, 49, 27), (68, 148, 188), (180, 204, 112)]","['drama', 'romance', 'comedy']",2012,USA,Wes Anderson
57,47098,['https://a.ltrbxd.com/resized/sm/upload/yo/tz/vw/51/nhOMC1WJKAcX1rB9tMfwGyHNhom-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/yo/tz/vw/51/nhOMC1WJKAcX1rB9tMfwGyHNhom-0-150-0-225-crop.jpg', 'path': 'full/da51b7d4bbea36ba98f3550cc6f05ea59c81a44d.jpg', 'checksum': '2e76413b360445e7e913ad296bc2062e'}]",10000.0,Kung Fu Panda,85000.0,"(162, 66, 29)","[(38, 26, 18), (142, 68, 36), (239, 226, 107), (171, 171, 163), (201, 160, 80), (233, 63, 9)]","['adventure', 'comedy', 'animation', 'family']",2008,USA,Mark Osborne
58,36778,['https://a.ltrbxd.com/resized/sm/upload/10/u6/42/pa/cezWGskPY5x7GaglTTRN4Fugfb8-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/10/u6/42/pa/cezWGskPY5x7GaglTTRN4Fugfb8-0-150-0-225-crop.jpg', 'path': 'full/dff45652befad319a86cad3b74b8b0c4a4544b83.jpg', 'checksum': '15ac89f491d65e34b4b19e6a62f41c0f'}]",54000.0,The Avengers,204000.0,"(27, 36, 46)","[(25, 33, 42), (187, 166, 150), (66, 117, 122), (109, 166, 171), (79, 139, 162), (44, 84, 105)]","['adventure', 'action', 'science fiction']",2012,USA,Joss Whedon
59,71338,['https://a.ltrbxd.com/resized/sm/upload/zz/o0/mz/sv/fyYncUQh5gUTvxmQ4bigm2DVCv7-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/zz/o0/mz/sv/fyYncUQh5gUTvxmQ4bigm2DVCv7-0-150-0-225-crop.jpg', 'path': 'full/ac5e105bb439e29946b87aebb293233eea55f147.jpg', 'checksum': 'a902d004907dae1eae8e8f2d1621f13d'}]",31000.0,The Perks of Being a Wallflower,114000.0,"(43, 35, 38)","[(44, 36, 38), (87, 158, 190), (221, 192, 106), (112, 148, 132), (152, 188, 152), (172, 116, 100)]",['drama'],2012,USA,Stephen Chbosky
61,37598,['https://a.ltrbxd.com/resized/film-poster/3/7/5/9/8/37598-the-cabin-in-the-woods-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/7/5/9/8/37598-the-cabin-in-the-woods-0-150-0-225-crop.jpg', 'path': 'full/62891f0f904562a3b0916124ddf696101c60580b.jpg', 'checksum': '4520e2ece00bbf1e8c4fd46525463170'}]",26000.0,The Cabin in the Woods,105000.0,"(191, 189, 187)","[(201, 199, 198), (38, 35, 31), (84, 77, 70), (115, 109, 104), (134, 127, 122), (100, 93, 83)]",['horror'],2012,USA,Drew Goddard
62,59281,['https://a.ltrbxd.com/resized/sm/upload/x3/tw/wu/z4/vAkjFEm76Lu5hSevquxPgQ91OtI-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/x3/tw/wu/z4/vAkjFEm76Lu5hSevquxPgQ91OtI-0-150-0-225-crop.jpg', 'path': 'full/3e77694e26671ab6de9af3f84bfab9ff38153111.jpg', 'checksum': '61992f747fa27da9f99ccb41d786c099'}]",24000.0,The Hunger Games,160000.0,"(203, 74, 16)","[(203, 74, 16), (16, 5, 4), (248, 223, 70), (101, 17, 8), (102, 81, 52), (132, 108, 52)]","['adventure', 'science fiction', 'fantasy']",2012,USA,Gary Ross
66,52512,['https://a.ltrbxd.com/resized/film-poster/5/2/5/1/2/52512-the-master-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/5/2/5/1/2/52512-the-master-0-150-0-225-crop.jpg', 'path': 'full/4c9f7d86861a0ac066a5597225b415974bd6db61.jpg', 'checksum': '36692a9f8b276056c03313aa551db611'}]",17000.0,The Master,61000.0,"(39, 93, 157)","[(187, 205, 219), (35, 88, 155), (121, 160, 189), (85, 142, 181), (132, 172, 214), (145, 189, 211)]",['drama'],2012,USA,Paul Thomas Anderson
67,279,['https://a.ltrbxd.com/resized/film-poster/2/7/9/279-21-jump-street-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/7/9/279-21-jump-street-0-150-0-225-crop.jpg', 'path': 'full/294159b6ff64d267391f103614aabb21706f8a1e.jpg', 'checksum': 'ea6478d37d723b90fc02e8cd54d2773a'}]",23000.0,21 Jump Street,117000.0,"(179, 187, 193)","[(179, 190, 196), (28, 40, 52), (88, 114, 128), (109, 48, 58), (128, 116, 121), (100, 85, 83)]","['action', 'comedy', 'crime']",2012,USA,Phil Lord
68,69154,['https://a.ltrbxd.com/resized/film-poster/6/9/1/5/4/69154-wreck-it-ralph-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/9/1/5/4/69154-wreck-it-ralph-0-150-0-225-crop.jpg', 'path': 'full/20eb2e5d0793c32ba07becc80350e9fb098779d9.jpg', 'checksum': '112965458b5f84d1f0c295a67c5c52d3'}]",24000.0,Wreck-It Ralph,107000.0,"(232, 85, 72)","[(16, 46, 77), (231, 55, 49), (90, 179, 198), (146, 68, 70), (237, 187, 156), (24, 137, 178)]","['family', 'comedy', 'animation', 'adventure']",2012,USA,Rich Moore
69,50677,['https://a.ltrbxd.com/resized/film-poster/5/0/6/7/7/50677-the-amazing-spider-man-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/5/0/6/7/7/50677-the-amazing-spider-man-0-150-0-225-crop.jpg', 'path': 'full/ba38fdb36f55bfe3eafeb2f7fc6523b287ba055a.jpg', 'checksum': '2268fb09cdc9e80ac8096bcb6fe2de29'}]",15000.0,The Amazing Spider-Man,120000.0,"(67, 29, 45)","[(69, 21, 36), (211, 162, 170), (121, 172, 192), (145, 38, 58), (52, 86, 111), (64, 119, 156)]","['fantasy', 'adventure', 'action']",2012,USA,Marc Webb
70,74348,['https://a.ltrbxd.com/resized/sm/upload/mx/7w/h6/jk/life-of-pi-v3-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/mx/7w/h6/jk/life-of-pi-v3-0-150-0-225-crop.jpg', 'path': 'full/67bc1bc5481678e5ab21017c40315d834de5424b.jpg', 'checksum': '2306a55046f9469090d460c6d274f2bf'}]",22000.0,Life of Pi,106000.0,"(76, 148, 159)","[(51, 144, 162), (212, 190, 165), (145, 91, 54), (34, 36, 50), (156, 165, 156), (161, 215, 222)]","['adventure', 'drama', 'action']",2012,USA,Ang Lee
71,277,['https://a.ltrbxd.com/resized/sm/upload/6d/6l/r3/e9/nu7XIa67cXc2t7frXCE5voXUJcN.jpg-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/6d/6l/r3/e9/nu7XIa67cXc2t7frXCE5voXUJcN.jpg-0-150-0-225-crop.jpg', 'path': 'full/9b4c5b6744c24d0835b9c465c61222539644d475.jpg', 'checksum': '3edf24bfa2b023a3ae7495410db4e46f'}]",56000.0,Drive,158000.0,"(210, 182, 179)","[(12, 18, 18), (208, 208, 179), (238, 64, 179), (100, 99, 72), (121, 152, 134), (63, 127, 149)]","['crime', 'thriller', 'action', 'drama']",2011,USA,Nicolas Winding Refn
73,52501,['https://a.ltrbxd.com/resized/sm/upload/vx/tj/jr/as/PHf0KsjBWMmxjf_1_m-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/vx/tj/jr/as/PHf0KsjBWMmxjf_1_m-0-150-0-225-crop.jpg', 'path': 'full/56cb32cd0cd3e8d6438ff1936145096b2c25efc1.jpg', 'checksum': '709e72e7a2b45ea3345a974c64d70f23'}]",22000.0,Argo,102000.0,"(18, 22, 33)","[(189, 93, 92), (11, 21, 33), (133, 153, 174), (65, 95, 120), (109, 133, 160), (110, 13, 12)]","['drama', 'thriller']",2012,USA,Ben Affleck
75,16074,['https://a.ltrbxd.com/resized/film-poster/1/6/0/7/4/16074-x-men-first-class-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/6/0/7/4/16074-x-men-first-class-0-150-0-225-crop.jpg', 'path': 'full/ff967e717c1dcebb279a8feed39e440d25d01763.jpg', 'checksum': 'c0435f8f1e6ce4845ee6ddb2c50a01b9'}]",24000.0,X-Men: First Class,117000.0,"(102, 147, 159)","[(109, 154, 165), (16, 31, 44), (204, 218, 215), (33, 81, 109), (59, 73, 73), (168, 213, 216)]","['science fiction', 'adventure', 'action']",2011,USA,Matthew Vaughn
76,5355,['https://a.ltrbxd.com/resized/sm/upload/94/zp/vm/wr/b2FnFpBRuXa9buiYwctujn6zWrZ-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/94/zp/vm/wr/b2FnFpBRuXa9buiYwctujn6zWrZ-0-150-0-225-crop.jpg', 'path': 'full/547e10694bfe75ac2327c603c1ca88c85dade562.jpg', 'checksum': '21f7626ec5dc1dc913f02f76d953c9c9'}]",15000.0,Super 8,81000.0,"(5, 6, 6)","[(218, 216, 204), (5, 6, 6), (94, 100, 96), (122, 132, 124), (52, 72, 75), (112, 124, 124)]","['mystery', 'science fiction', 'thriller']",2011,USA,J.J. Abrams
77,4948,['https://a.ltrbxd.com/resized/sm/upload/po/14/id/2c/j87XPCcAnJUnjQ0gvZoWS6XQpfh.jpg-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/po/14/id/2c/j87XPCcAnJUnjQ0gvZoWS6XQpfh.jpg-0-150-0-225-crop.jpg', 'path': 'full/16b855a29c1de1ba179e225802405227c3d3933b.jpg', 'checksum': 'ae67da7bf18f97cb67f237a4ae0dd842'}]",18000.0,Rise of the Planet of the Apes,96000.0,"(205, 193, 160)","[(32, 25, 14), (203, 195, 163), (131, 103, 58), (141, 176, 158), (185, 90, 24), (140, 140, 140)]","['thriller', 'science fiction', 'drama', 'action']",2011,USA,Rupert Wyatt
78,47468,['https://a.ltrbxd.com/resized/film-poster/4/7/4/6/8/47468-the-tree-of-life-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/7/4/6/8/47468-the-tree-of-life-0-150-0-225-crop.jpg', 'path': 'full/a718b6fe7ce615a001c3afc5854fc01f6a3874f1.jpg', 'checksum': '306946ae957a5ae4a3aab234b16bde35'}]",14000.0,The Tree of Life,57000.0,"(130, 79, 64)","[(124, 71, 56), (220, 195, 184), (200, 150, 132), (178, 134, 119), (55, 14, 6), (196, 164, 164)]","['drama', 'fantasy']",2011,USA,Terrence Malick
83,15051,['https://a.ltrbxd.com/resized/film-poster/1/5/0/5/1/15051-crazy-stupid-love--0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/5/0/5/1/15051-crazy-stupid-love--0-150-0-225-crop.jpg', 'path': 'full/f1bb8a704908be51f1104860baf66c46144e376b.jpg', 'checksum': '355d16d182d3a0f3ef9f136162ada2d8'}]",14000.0,"Crazy, Stupid, Love.",75000.0,"(198, 171, 148)","[(24, 44, 40), (199, 174, 151), (60, 169, 165), (122, 91, 67), (72, 127, 152), (156, 72, 24)]","['comedy', 'drama', 'romance']",2011,USA,Glenn Ficarra
84,171384,['https://a.ltrbxd.com/resized/sm/upload/cl/dn/kr/f1/4C9LHDxMsoYI0S3iMPZdm3Oevwo-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/cl/dn/kr/f1/4C9LHDxMsoYI0S3iMPZdm3Oevwo-0-150-0-225-crop.jpg', 'path': 'full/6f118fdf2942a1e2915d12d514dcd76d7d6ab22e.jpg', 'checksum': 'd0560bd10d767b9f44184470118ac2be'}]",69000.0,Whiplash,163000.0,"(10, 11, 11)","[(6, 7, 7), (188, 190, 187), (92, 98, 96), (121, 135, 134), (134, 132, 128), (113, 124, 132)]",['drama'],2014,USA,Damien Chazelle
85,50809,['https://a.ltrbxd.com/resized/sm/upload/ty/x6/8o/ge/dlIPGXPxXQTp9kFrRzn0RsfUelx-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/ty/x6/8o/ge/dlIPGXPxXQTp9kFrRzn0RsfUelx-0-150-0-225-crop.jpg', 'path': 'full/fbf785a29f6851a5682e0eea423f3a7dc4521e7f.jpg', 'checksum': 'cee5f6bfdc159deed64fc18bba41a40f'}]",24000.0,Captain America: The First Avenger,136000.0,"(36, 33, 38)","[(187, 190, 194), (34, 30, 36), (108, 111, 117), (136, 143, 145), (156, 110, 114), (110, 48, 62)]","['adventure', 'action', 'science fiction']",2011,USA,Joe Johnston
86,10442,['https://a.ltrbxd.com/resized/film-poster/1/0/4/4/2/10442-bridesmaids-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/0/4/4/2/10442-bridesmaids-0-150-0-225-crop.jpg', 'path': 'full/c19e367a2a81c0496a47f903f93ff9fde574fcb1.jpg', 'checksum': '90d718520e3e6b9dd68a54bcf6c4c149'}]",13000.0,Bridesmaids,77000.0,"(202, 48, 107)","[(242, 235, 234), (215, 40, 118), (200, 154, 147), (94, 46, 39), (241, 169, 207), (143, 47, 43)]","['romance', 'comedy']",2011,USA,Paul Feig
88,46456,['https://a.ltrbxd.com/resized/sm/upload/a1/om/js/v2/bIuOWTtyFPjsFDevqvF3QrD1aun-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/a1/om/js/v2/bIuOWTtyFPjsFDevqvF3QrD1aun-0-150-0-225-crop.jpg', 'path': 'full/514e7436e9ba4c30856ad628d3dceb94700f0e56.jpg', 'checksum': '0799a391857cee1210814d0388c27f09'}]",19000.0,Thor,133000.0,"(16, 21, 29)","[(14, 19, 27), (169, 139, 138), (105, 153, 169), (49, 87, 109), (49, 116, 153), (87, 84, 72)]","['adventure', 'action', 'fantasy']",2011,USA,Kenneth Branagh
90,149857,['https://a.ltrbxd.com/resized/film-poster/1/4/9/8/5/7/149857-gone-girl-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/4/9/8/5/7/149857-gone-girl-0-150-0-225-crop.jpg', 'path': 'full/ef5b2975ae84261d1059118497c6cf4e78cfbafb.jpg', 'checksum': 'cb6b2eab866b0781536294346ccbb2ab'}]",62000.0,Gone Girl,182000.0,"(91, 97, 98)","[(100, 104, 103), (175, 175, 172), (22, 37, 51), (153, 157, 156), (145, 148, 156), (45, 44, 46)]","['mystery', 'thriller', 'drama']",2014,USA,David Fincher
92,139795,['https://a.ltrbxd.com/resized/film-poster/1/3/9/7/9/5/139795-birdman-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/3/9/7/9/5/139795-birdman-0-150-0-225-crop.jpg', 'path': 'full/f03369bd060d0f45917fafa12554e3562b10e8b5.jpg', 'checksum': '80fe11dfe40b54b5a31a6b0244d3a5cc'}]",48000.0,Birdman,157000.0,"(151, 158, 124)","[(155, 166, 129), (72, 49, 43), (123, 103, 93), (248, 245, 239), (139, 91, 51), (69, 78, 82)]","['comedy', 'drama']",2014,USA,Alejandro González Iñárritu
94,81909,['https://a.ltrbxd.com/resized/sm/upload/he/p6/cc/lg/zt6b493XEL2OQ1bCSKccZ7V0iRY-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/he/p6/cc/lg/zt6b493XEL2OQ1bCSKccZ7V0iRY-0-150-0-225-crop.jpg', 'path': 'full/181a3267625189fcf153555b36a5a455a51c7e82.jpg', 'checksum': 'd6c873d41007e5a829b580909ea7ee85'}]",43000.0,Captain America: The Winter Soldier,155000.0,"(37, 46, 49)","[(213, 206, 191), (34, 43, 46), (158, 174, 175), (129, 112, 103), (127, 148, 159), (92, 117, 120)]","['action', 'adventure', 'science fiction']",2014,USA,Joe Russo
95,193554,['https://a.ltrbxd.com/resized/sm/upload/zr/lv/9v/wy/4MrwJZr0R9LbyOgZqwLNmtzzxbu-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/zr/lv/9v/wy/4MrwJZr0R9LbyOgZqwLNmtzzxbu-0-150-0-225-crop.jpg', 'path': 'full/8b92784a3e7075327a9bd8ddb28487e1a545030c.jpg', 'checksum': '83fe4135599eef0a6c41947ba80e3034'}]",25000.0,It Follows,89000.0,"(13, 16, 18)","[(12, 14, 15), (47, 124, 148), (20, 86, 113), (161, 144, 121), (67, 65, 62), (32, 61, 67)]","['thriller', 'horror']",2014,USA,David Robert Mitchell
98,169907,['https://a.ltrbxd.com/resized/sm/upload/g7/2e/vi/vy/A9ANrAWlmIovxzjAIiOgseSLNc9-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/g7/2e/vi/vy/A9ANrAWlmIovxzjAIiOgseSLNc9-0-150-0-225-crop.jpg', 'path': 'full/942102f64a855e89d96f7b7bc6ad632b6f022466.jpg', 'checksum': 'bfb8252b3fe41fc50c5cf14e75f6e6e8'}]",45000.0,Nightcrawler,134000.0,"(56, 35, 34)","[(56, 30, 30), (196, 158, 117), (152, 102, 77), (99, 106, 100), (150, 170, 177), (105, 138, 172)]","['thriller', 'crime', 'drama']",2014,USA,Dan Gilroy
99,105188,['https://a.ltrbxd.com/resized/sm/upload/az/2g/rn/wz/7HdNvpAMnU9rjKDJSFzAjnsz0eh-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/az/2g/rn/wz/7HdNvpAMnU9rjKDJSFzAjnsz0eh-0-150-0-225-crop.jpg', 'path': 'full/965faeb8909258d913c435041b3e7fbe92a791c9.jpg', 'checksum': '75bc18cf4fb3ee76285dbb308e8743f9'}]",35000.0,The Lego Movie,124000.0,"(44, 51, 94)","[(215, 200, 208), (49, 46, 71), (156, 186, 208), (49, 102, 214), (146, 98, 104), (32, 62, 159)]","['adventure', 'fantasy', 'comedy', 'family', 'animation']",2014,USA,Phil Lord
102,129662,['https://a.ltrbxd.com/resized/film-poster/1/2/9/6/6/2/129662-big-hero-6-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/2/9/6/6/2/129662-big-hero-6-0-150-0-225-crop.jpg', 'path': 'full/955f3bf132c1f931e4952f6330c19e7f815db708.jpg', 'checksum': '4321f8647888452c0b87558cf0e38861'}]",33000.0,Big Hero 6,120000.0,"(199, 208, 218)","[(199, 209, 219), (191, 29, 37), (59, 71, 88), (124, 146, 170), (211, 123, 128), (172, 100, 100)]","['animation', 'family', 'comedy', 'adventure', 'action']",2014,USA,Don Hall
103,71927,['https://a.ltrbxd.com/resized/sm/upload/xi/gm/ev/iu/eKi4e5zXhQKs0De4xu5AAMvu376-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/xi/gm/ev/iu/eKi4e5zXhQKs0De4xu5AAMvu376-0-150-0-225-crop.jpg', 'path': 'full/b47ac2dced6714478782640230a68810283584cc.jpg', 'checksum': '175d4539844176e9c709d7a907c9d468'}]",32000.0,Boyhood,112000.0,"(61, 82, 24)","[(58, 81, 22), (205, 186, 183), (87, 123, 157), (109, 137, 30), (133, 91, 77), (152, 172, 130)]",['drama'],2014,USA,Richard Linklater
106,114564,['https://a.ltrbxd.com/resized/sm/upload/au/nb/i6/lq/fsoTLnUXEUTNuVCBxAJMY0HPPd-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/au/nb/i6/lq/fsoTLnUXEUTNuVCBxAJMY0HPPd-0-150-0-225-crop.jpg', 'path': 'full/e8d4f5b0ef307d7e2f110e14bf88f822efd4d835.jpg', 'checksum': 'd434835fa00dab4571fbbdf4a7053c14'}]",61000.0,Her,166000.0,"(174, 32, 59)","[(174, 32, 59), (203, 158, 136), (43, 13, 14), (100, 35, 39), (212, 123, 140), (224, 4, 76)]","['science fiction', 'romance', 'drama']",2013,USA,Spike Jonze
107,73367,['https://a.ltrbxd.com/resized/sm/upload/6k/ir/xc/wu/8xYfAlXFLlQnz9sgH87XUdC0EX4-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/6k/ir/xc/wu/8xYfAlXFLlQnz9sgH87XUdC0EX4-0-150-0-225-crop.jpg', 'path': 'full/27ea07878762229f0df53d938095f72569abdd50.jpg', 'checksum': 'acaaed3c6162d495f5c636d46e95cde2'}]",22000.0,Inside Llewyn Davis,72000.0,"(200, 198, 182)","[(201, 199, 182), (55, 55, 53), (130, 130, 121), (156, 148, 140), (108, 100, 100), (108, 108, 92)]","['music', 'drama']",2013,USA,Joel Coen
110,52513,['https://a.ltrbxd.com/resized/sm/upload/5r/0i/96/db/7XiGqZE8meUv7L4720L0tIDd7gO-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/5r/0i/96/db/7XiGqZE8meUv7L4720L0tIDd7gO-0-150-0-225-crop.jpg', 'path': 'full/7ffe9e6154c647be1e237beba771468d4ba4f7e5.jpg', 'checksum': '4cbfa06bb58eb1a3124dddfb57bfcd64'}]",22000.0,Iron Man 3,135000.0,"(39, 50, 55)","[(211, 161, 129), (35, 45, 50), (131, 93, 75), (117, 172, 178), (88, 113, 116), (90, 141, 164)]","['action', 'science fiction', 'adventure']",2013,USA,Shane Black
111,110740,['https://a.ltrbxd.com/resized/sm/upload/iw/eg/4g/nm/3w79tTsv6tmlT8Jww6snyPrgVok-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/iw/eg/4g/nm/3w79tTsv6tmlT8Jww6snyPrgVok-0-150-0-225-crop.jpg', 'path': 'full/e64c76fa145fe7e8fd9f21f59be1bb9188420818.jpg', 'checksum': 'a763c953ab49b04cd3e23d4f8056e183'}]",27000.0,Prisoners,90000.0,"(26, 31, 36)","[(24, 28, 34), (171, 166, 169), (95, 102, 110), (90, 87, 88), (134, 124, 122), (149, 144, 140)]","['crime', 'thriller', 'drama']",2013,USA,Denis Villeneuve
114,87948,['https://a.ltrbxd.com/resized/sm/upload/6w/m8/pw/94/eFnGmj63QPUpK7QUWSOUhypIQOT-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/6w/m8/pw/94/eFnGmj63QPUpK7QUWSOUhypIQOT-0-150-0-225-crop.jpg', 'path': 'full/5d8254b63738ae670b42f671d6497ba2c02eb128.jpg', 'checksum': '3f3bddf294b59cbdde60f24836a08e34'}]",23000.0,Frozen,138000.0,"(15, 67, 126)","[(14, 59, 119), (175, 219, 240), (78, 180, 221), (6, 16, 44), (23, 142, 204), (21, 125, 175)]","['adventure', 'family', 'animation']",2013,USA,Chris Buck
116,124379,['https://a.ltrbxd.com/resized/film-poster/1/2/4/3/7/9/124379-american-hustle-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/2/4/3/7/9/124379-american-hustle-0-150-0-225-crop.jpg', 'path': 'full/389fe278bd0264921962aea534b1fd41ba9960ac.jpg', 'checksum': '445e75155be13a97127314ee6473e33d'}]",17000.0,American Hustle,105000.0,"(210, 166, 85)","[(9, 7, 7), (208, 167, 92), (91, 64, 48), (136, 71, 49), (108, 109, 117), (124, 124, 116)]","['crime', 'drama']",2013,USA,David O. Russell
117,62671,['https://a.ltrbxd.com/resized/film-poster/6/2/6/7/1/62671-12-years-a-slave-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/2/6/7/1/62671-12-years-a-slave-0-150-0-225-crop.jpg', 'path': 'full/908a75f64fc52f94e8a767d37fd47b1e9e8d99a0.jpg', 'checksum': 'b568d0233682dcdfbe1e8433c17359bd'}]",28000.0,12 Years a Slave,110000.0,"(54, 47, 33)","[(46, 39, 27), (227, 218, 202), (145, 134, 106), (118, 112, 85), (170, 167, 141), (156, 156, 148)]","['history', 'drama']",2013,USA,Steve McQueen
119,82488,['https://a.ltrbxd.com/resized/sm/upload/0a/6m/bl/rt/esWEsDI83IYqUBGSN69hb4A1Vfu-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/0a/6m/bl/rt/esWEsDI83IYqUBGSN69hb4A1Vfu-0-150-0-225-crop.jpg', 'path': 'full/7eb6d6aad60e11229a291fb2f4a50db9039016a7.jpg', 'checksum': '3e14e46bab60a2d808db45c5209a0173'}]",23000.0,The Hunger Games: Catching Fire,133000.0,"(202, 129, 74)","[(189, 105, 55), (19, 6, 5), (111, 33, 18), (243, 221, 156), (140, 124, 92), (132, 100, 108)]","['action', 'adventure', 'science fiction']",2013,USA,Francis Lawrence
120,114605,['https://a.ltrbxd.com/resized/film-poster/1/1/4/6/0/5/114605-dallas-buyers-club-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/1/4/6/0/5/114605-dallas-buyers-club-0-150-0-225-crop.jpg', 'path': 'full/b30a717d500f21c059d6c3c96638a997e33eb9d3.jpg', 'checksum': 'bb0e8b1ed5b181501d7ee476948323d8'}]",20000.0,Dallas Buyers Club,86000.0,"(214, 216, 200)","[(214, 217, 201), (44, 60, 66), (131, 83, 72), (128, 144, 140), (194, 143, 118), (164, 120, 81)]","['history', 'drama']",2013,USA,Jean-Marc Vallée
121,353117,['https://a.ltrbxd.com/resized/sm/upload/qa/dm/tw/sf/x4GJdIa0mUgpvpCb1EaSJyMgQUa-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/qa/dm/tw/sf/x4GJdIa0mUgpvpCb1EaSJyMgQUa-0-150-0-225-crop.jpg', 'path': 'full/7ae6eb1310b18a53618f3964c61ea794c12c8908.jpg', 'checksum': '2e6fffe39b39462c98434767046a2517'}]",56000.0,Get Out,147000.0,"(207, 208, 208)","[(23, 24, 25), (217, 218, 217), (103, 103, 105), (148, 148, 148), (138, 141, 140), (132, 132, 140)]","['mystery', 'thriller', 'horror']",2017,USA,Jordan Peele
124,86114,['https://a.ltrbxd.com/resized/sm/upload/n7/aq/ro/w9/vK1o5rZGqxyovfIhZyMELhk03wO-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/n7/aq/ro/w9/vK1o5rZGqxyovfIhZyMELhk03wO-0-150-0-225-crop.jpg', 'path': 'full/27fc4a5f2ccb0563f4e990d2cde4a87578eea367.jpg', 'checksum': 'a4bb32939d171a8a521e72a0f2ccd6ed'}]",60000.0,The Wolf of Wall Street,196000.0,"(216, 174, 101)","[(215, 176, 106), (22, 21, 19), (106, 83, 54), (132, 148, 158), (158, 73, 50), (100, 116, 153)]","['comedy', 'drama', 'crime']",2013,USA,Martin Scorsese
