,data_id,file_urls,files,liked,title,watched,dominant_color,palette,genre,year,country,director
1727,291948,['https://a.ltrbxd.com/resized/sm/upload/ik/8j/rv/u7/ecz0Dz5IP9Ouk7Ta4WCOM7TxXua-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/ik/8j/rv/u7/ecz0Dz5IP9Ouk7Ta4WCOM7TxXua-0-150-0-225-crop.jpg', 'path': 'full/ff725fe80560ea6d6f572ce560b32758f5332c43.jpg', 'checksum': '550828f6fdfde8db80ebcb65aeddc87d'}]",1500.0,Lo and Behold: Reveries of the Connected World,8200.0,"(32, 42, 45)","[(31, 41, 44), (190, 185, 168), (106, 130, 128), (143, 167, 160), (80, 100, 108), (148, 156, 164)]",['documentary'],2016,USA,Werner Herzog
1728,256776,['https://a.ltrbxd.com/resized/sm/upload/di/46/un/ir/ox9y8ia8lGqtkmLZD3YghA7sZkU-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/di/46/un/ir/ox9y8ia8lGqtkmLZD3YghA7sZkU-0-150-0-225-crop.jpg', 'path': 'full/95f97b1a945b13c49bbf4b524bb6f8829275da94.jpg', 'checksum': '03005f2d30b06d9e251e35c37f184846'}]",474.0,The Forest,10000.0,"(222, 216, 204)","[(223, 217, 204), (60, 46, 28), (156, 142, 123), (113, 95, 72), (128, 112, 88), (156, 156, 148)]","['thriller', 'horror']",2016,USA,Jason Zada
1730,316014,['https://a.ltrbxd.com/resized/film-poster/3/1/6/0/1/4/316014-tower-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/1/6/0/1/4/316014-tower-0-150-0-225-crop.jpg', 'path': 'full/b5f9833a4711137f8c55aa80b219109dbc25ac67.jpg', 'checksum': 'e8e1f16f8f85109850e7dfd30039e7a0'}]",1900.0,Tower,6300.0,"(49, 49, 48)","[(62, 49, 42), (154, 204, 220), (218, 218, 218), (132, 129, 126), (93, 92, 93), (69, 182, 220)]","['documentary', 'crime', 'animation']",2016,USA,Keith Maitland
1733,260004,['https://a.ltrbxd.com/resized/film-poster/2/6/0/0/0/4/260004-storks-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/6/0/0/0/4/260004-storks-0-150-0-225-crop.jpg', 'path': 'full/da2a1a155841d83477441c0503daffd83970076c.jpg', 'checksum': 'fd99f02a3d0f540d917fbbd2f049315e'}]",1600.0,Storks,9700.0,"(205, 189, 187)","[(205, 194, 192), (34, 83, 131), (217, 129, 31), (157, 47, 58), (106, 137, 168), (168, 108, 108)]","['family', 'animation', 'comedy', 'adventure']",2016,USA,Doug Sweetland
1735,151796,['https://a.ltrbxd.com/resized/sm/upload/z8/mu/xx/1c/jqDwMxDPRuBOheKaXnT6nZQdxD-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/z8/mu/xx/1c/jqDwMxDPRuBOheKaXnT6nZQdxD-0-150-0-225-crop.jpg', 'path': 'full/bcf98149a87f53b9b5a905307a05cbb7daf8feb3.jpg', 'checksum': '719627a7b07c10a32e27e2fc36f45eb5'}]",867.0,Masterminds,8700.0,"(43, 40, 36)","[(37, 36, 32), (212, 183, 160), (139, 98, 76), (108, 172, 164), (120, 134, 150), (180, 92, 60)]","['action', 'crime', 'comedy']",2016,USA,Jared Hess
1736,310131,['https://a.ltrbxd.com/resized/sm/upload/5l/0m/sr/5u/aRRLpsusORQxOpFkZvXdk00TkoY-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/5l/0m/sr/5u/aRRLpsusORQxOpFkZvXdk00TkoY-0-150-0-225-crop.jpg', 'path': 'full/3eadbdb65c22480b2179e441e0642ea532bb10b6.jpg', 'checksum': '97b04ecddd24e29271befe194c7a2148'}]",1300.0,Imperium,8700.0,"(26, 19, 11)","[(190, 168, 124), (14, 9, 6), (198, 37, 35), (103, 82, 47), (130, 124, 62), (132, 116, 100)]","['drama', 'thriller', 'crime']",2016,USA,Daniel Ragussis
1737,42554,['https://a.ltrbxd.com/resized/film-poster/4/2/5/5/4/42554-the-pink-panther-2-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/2/5/5/4/42554-the-pink-panther-2-0-150-0-225-crop.jpg', 'path': 'full/f6ff375f054d6c69d902313efe778a6c6e8fc938.jpg', 'checksum': '982c9b9d231596df86a7657a772f67b0'}]",335.0,The Pink Panther 2,8300.0,"(190, 187, 197)","[(197, 192, 201), (51, 63, 101), (208, 12, 122), (131, 106, 136), (119, 128, 150), (164, 93, 73)]","['comedy', 'mystery']",2009,USA,Harald Zwart
1738,259120,['https://a.ltrbxd.com/resized/film-poster/2/5/9/1/2/0/259120-keeping-up-with-the-joneses-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/5/9/1/2/0/259120-keeping-up-with-the-joneses-0-150-0-225-crop.jpg', 'path': 'full/41414899b3ca9383fa28385e22d9c0a3ea5cdf7f.jpg', 'checksum': '451b038d4846c36e49b4958ed28622fe'}]",853.0,Keeping Up with the Joneses,9500.0,"(243, 222, 143)","[(234, 213, 145), (103, 59, 52), (15, 11, 11), (119, 117, 117), (229, 222, 56), (58, 76, 90)]","['comedy', 'action']",2016,USA,Greg Mottola
1741,37673,['https://a.ltrbxd.com/resized/film-poster/3/7/6/7/3/37673-the-boondock-saints-ii-all-saints-day-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/7/6/7/3/37673-the-boondock-saints-ii-all-saints-day-0-150-0-225-crop.jpg', 'path': 'full/592c8ed793eb4bb29115f12a72df630c6101426c.jpg', 'checksum': 'f1f8d66980c20af30491e349277ae1dc'}]",550.0,The Boondock Saints II: All Saints Day,5300.0,"(181, 170, 112)","[(12, 9, 6), (175, 164, 105), (92, 75, 38), (121, 132, 72), (140, 65, 31), (116, 120, 100)]","['action', 'thriller', 'crime']",2009,USA,Troy Duffy
1742,26446,['https://a.ltrbxd.com/resized/sm/upload/b1/wr/bv/jn/xibpvk7G7jcqutcam8eqgFOutJP-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/b1/wr/bv/jn/xibpvk7G7jcqutcam8eqgFOutJP-0-150-0-225-crop.jpg', 'path': 'full/03a938d580ffc3d0324bfb41518957daeca85749.jpg', 'checksum': 'ea7e8bcc96b7e0dfb571c18a6abb14b6'}]",668.0,Mystery Team,3600.0,"(5, 6, 7)","[(198, 169, 170), (5, 5, 6), (9, 95, 157), (46, 161, 116), (109, 100, 91), (24, 88, 82)]","['comedy', 'thriller', 'mystery']",2009,USA,Dan Eckman
1743,39627,['https://a.ltrbxd.com/resized/film-poster/3/9/6/2/7/39627-princess-protection-program-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/9/6/2/7/39627-princess-protection-program-0-150-0-225-crop.jpg', 'path': 'full/7de78358d070d3af11fece9973e8f0f0c2bf2d7d.jpg', 'checksum': 'e5ab5f97c7b430f395555e16f6468e4c'}]",496.0,Princess Protection Program,9100.0,"(47, 73, 48)","[(207, 229, 236), (46, 71, 47), (202, 182, 108), (217, 184, 56), (148, 77, 46), (80, 174, 122)]","['drama', 'tv movie', 'comedy', 'family']",2009,USA,Allison Liddi-Brown
1745,42533,['https://a.ltrbxd.com/resized/film-poster/4/2/5/3/3/42533-hotel-for-dogs-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/4/2/5/3/3/42533-hotel-for-dogs-0-150-0-225-crop.jpg', 'path': 'full/4ce266cf8d9f27cb6234b6f6ce7a9b9dcb61a207.jpg', 'checksum': '8bc90b22d80428a56bf65e7e23ec09b0'}]",336.0,Hotel for Dogs,7900.0,"(43, 49, 51)","[(220, 201, 188), (43, 39, 38), (117, 64, 48), (151, 111, 67), (22, 165, 220), (129, 130, 130)]","['comedy', 'family']",2009,USA,Thor Freudenthal
1747,35528,['https://a.ltrbxd.com/resized/film-poster/3/5/5/2/8/35528-everybody-s-fine-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/5/5/2/8/35528-everybody-s-fine-0-150-0-225-crop.jpg', 'path': 'full/e8aaa7ea8a35a44a904a8924aa942bed0dbd4a90.jpg', 'checksum': '556a44be8ab46805a03d62d256732e91'}]",463.0,Everybody's Fine,4800.0,"(189, 192, 202)","[(26, 15, 12), (190, 195, 206), (99, 68, 50), (155, 108, 85), (157, 124, 113), (93, 137, 169)]",['drama'],2009,USA,Kirk Jones
1748,37249,['https://a.ltrbxd.com/resized/film-poster/3/7/2/4/9/37249-all-about-steve-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/7/2/4/9/37249-all-about-steve-0-150-0-225-crop.jpg', 'path': 'full/3383bc59090b8624a36a446e0cb2cd624bc84fa4.jpg', 'checksum': 'a43706b23e76a234eb1c7c5b5beeffd6'}]",233.0,All About Steve,6200.0,"(223, 213, 206)","[(227, 221, 216), (54, 45, 45), (157, 55, 45), (169, 123, 110), (154, 104, 75), (207, 160, 126)]",['comedy'],2009,USA,Phil Traill
1750,35807,['https://a.ltrbxd.com/resized/sm/upload/i9/lo/ua/p5/6DM0qexULlnAIteeApZiChneuvL-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/i9/lo/ua/p5/6DM0qexULlnAIteeApZiChneuvL-0-150-0-225-crop.jpg', 'path': 'full/0ea40ad31802a29f1b8007e5b65c86f119f17c02.jpg', 'checksum': 'b32f371898145b02f4cac1889743a31d'}]",325.0,Carriers,4600.0,"(67, 61, 39)","[(235, 228, 206), (60, 53, 32), (156, 144, 112), (182, 175, 144), (127, 121, 90), (171, 161, 140)]","['thriller', 'action', 'drama', 'horror', 'science fiction']",2009,USA,Àlex Pastor
1752,26237,['https://a.ltrbxd.com/resized/film-poster/2/6/2/3/7/26237-priest-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/6/2/3/7/26237-priest-0-150-0-225-crop.jpg', 'path': 'full/e69319fd2e69d86f129f563596061002c0b02bed.jpg', 'checksum': '19d39b8534b53a000e52d87d9b4aaa67'}]",550.0,Priest,10000.0,"(191, 197, 200)","[(33, 35, 39), (188, 193, 195), (113, 105, 97), (138, 158, 172), (113, 134, 151), (156, 116, 92)]","['fantasy', 'action', 'horror', 'science fiction', 'thriller']",2011,USA,Scott Stewart
1753,20474,['https://a.ltrbxd.com/resized/film-poster/2/0/4/7/4/20474-get-low-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/0/4/7/4/20474-get-low-0-150-0-225-crop.jpg', 'path': 'full/4ce1e6ff57c67f798f1a27c32bdd60989f881c25.jpg', 'checksum': 'a96ea5c0153552b87008dea4a0094073'}]",414.0,Get Low,3400.0,"(124, 103, 56)","[(112, 91, 48), (189, 221, 240), (35, 30, 32), (200, 162, 72), (167, 166, 174), (171, 152, 100)]","['comedy', 'drama', 'mystery']",2009,USA,Aaron Schneider
1754,66494,['https://a.ltrbxd.com/resized/sm/upload/s2/6n/y0/v8/8P1iId23hDMVQL00k2IbzW46qQG-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/s2/6n/y0/v8/8P1iId23hDMVQL00k2IbzW46qQG-0-150-0-225-crop.jpg', 'path': 'full/ae9c7a0852a243d117d6f2dfd7550aeb92ec45ee.jpg', 'checksum': '383877833ef6184ffa18da99ae8070be'}]",629.0,Friends with Kids,8000.0,"(49, 39, 30)","[(234, 225, 206), (48, 38, 29), (208, 164, 96), (124, 79, 44), (201, 142, 53), (100, 108, 96)]","['romance', 'drama', 'comedy']",2011,USA,Jennifer Westfeldt
1757,342751,['https://a.ltrbxd.com/resized/film-poster/3/4/2/7/5/1/342751-blue-jay-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/4/2/7/5/1/342751-blue-jay-0-150-0-225-crop.jpg', 'path': 'full/8d115087dd774c58478a4944c1075d6b7de16c3f.jpg', 'checksum': '5322aa6daf60be9ac731536448dd72fe'}]",2000.0,Blue Jay,7100.0,"(44, 36, 73)","[(188, 179, 177), (43, 35, 72), (118, 105, 119), (148, 148, 157), (90, 93, 116), (142, 137, 164)]",['drama'],2016,USA,Alexandre Lehmann
1761,68751,['https://a.ltrbxd.com/resized/film-poster/6/8/7/5/1/68751-the-loneliest-planet-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/8/7/5/1/68751-the-loneliest-planet-0-150-0-225-crop.jpg', 'path': 'full/dce5ebe329a876ea5c45a7700ccd13b48dfae058.jpg', 'checksum': '4a6657da82dc47ac1847a59875a87668'}]",376.0,The Loneliest Planet,2500.0,"(133, 147, 57)","[(133, 148, 57), (79, 54, 35), (203, 163, 93), (223, 220, 208), (154, 188, 76), (76, 89, 62)]",['drama'],2011,USA,Julia Loktev
1763,17344,['https://a.ltrbxd.com/resized/film-poster/1/7/3/4/4/17344-the-rite-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/7/3/4/4/17344-the-rite-0-150-0-225-crop.jpg', 'path': 'full/d86eb1b2c6a87418abafa304260e5d05a39ef7ac.jpg', 'checksum': 'b9bab6b9c650726ab975729ee2ea8ca5'}]",483.0,The Rite,8900.0,"(200, 189, 176)","[(33, 26, 27), (196, 181, 162), (142, 143, 143), (127, 88, 68), (145, 127, 105), (172, 136, 92)]","['drama', 'thriller', 'horror']",2011,USA,Mikael Håfström
1764,19507,['https://a.ltrbxd.com/resized/film-poster/1/9/5/0/7/19507-gnomeo-juliet-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/1/9/5/0/7/19507-gnomeo-juliet-0-150-0-225-crop.jpg', 'path': 'full/26489cbf5072219a161c1161085fce5ef3c48ff5.jpg', 'checksum': 'e211df35723549e884f1488a957d921d'}]",679.0,Gnomeo & Juliet,12000.0,"(101, 118, 79)","[(75, 109, 62), (218, 181, 169), (116, 210, 242), (53, 141, 197), (161, 138, 118), (58, 28, 31)]","['family', 'animation']",2011,USA,Kelly Asbury
1766,70034,['https://a.ltrbxd.com/resized/film-poster/7/0/0/3/4/70034-la-luna-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/7/0/0/3/4/70034-la-luna-0-150-0-225-crop.jpg', 'path': 'full/cc54031dcf5c5c07dc9da0263bb6d175f32722c2.jpg', 'checksum': '3e2e6387c299427a102b234f5e87b580'}]",1800.0,La luna,8700.0,"(5, 10, 33)","[(5, 10, 32), (235, 213, 78), (42, 70, 105), (89, 167, 208), (38, 94, 188), (76, 97, 81)]","['family', 'animation']",2011,USA,Enrico Casarosa
1767,52423,['https://a.ltrbxd.com/resized/sm/upload/eh/1f/yv/mf/kDpo6G7rYRHQ1bFhyLiJEW9ESPO-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/eh/1f/yv/mf/kDpo6G7rYRHQ1bFhyLiJEW9ESPO-0-150-0-225-crop.jpg', 'path': 'full/a33184c1b3495b8bceec8d1b42d3bcb82a22ed40.jpg', 'checksum': '6647469d28bc2ee4343f16793bc2c625'}]",755.0,Footloose,9100.0,"(29, 30, 50)","[(184, 163, 165), (19, 24, 46), (68, 93, 135), (106, 155, 172), (74, 101, 182), (106, 85, 83)]","['drama', 'romance', 'music']",2011,USA,Craig Brewer
1768,6601,['https://a.ltrbxd.com/resized/film-poster/6/6/0/1/6601-abduction-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/6/0/1/6601-abduction-0-150-0-225-crop.jpg', 'path': 'full/f38f07a87531a32d4dbf2aa1452ed38631a8783e.jpg', 'checksum': '1a18857f820026051c7c8a2eb18952bb'}]",370.0,Abduction,9400.0,"(203, 211, 217)","[(23, 31, 34), (204, 212, 218), (149, 169, 175), (105, 117, 122), (123, 141, 152), (172, 148, 148)]","['mystery', 'thriller', 'action']",2011,USA,John Singleton
1769,353423,['https://a.ltrbxd.com/resized/sm/upload/xd/k2/e8/hu/rF2IoKL0IFmumEXQFUuB8LajTYP-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/xd/k2/e8/hu/rF2IoKL0IFmumEXQFUuB8LajTYP-0-150-0-225-crop.jpg', 'path': 'full/5916b9df66fb2c4dfc232ec1f707ae3fd65c60c2.jpg', 'checksum': '946f7f8ded7852276a71eaff4858ab4a'}]",637.0,Daddy's Home 2,5000.0,"(231, 203, 193)","[(29, 36, 34), (232, 218, 206), (142, 86, 76), (210, 21, 33), (164, 159, 147), (108, 121, 150)]",['comedy'],2017,USA,Sean Anders
1770,37227,['https://a.ltrbxd.com/resized/film-poster/3/7/2/2/7/37227-cop-out-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/7/2/2/7/37227-cop-out-0-150-0-225-crop.jpg', 'path': 'full/4c2236a391468697b7aca58d304916b2f50673d8.jpg', 'checksum': '915442fe08ff2f1853a66a8674a61145'}]",497.0,Cop Out,11000.0,"(209, 186, 163)","[(22, 20, 21), (216, 197, 175), (132, 37, 28), (137, 79, 58), (98, 102, 106), (163, 112, 86)]","['action', 'comedy', 'crime']",2010,USA,Kevin Smith
1771,27044,['https://a.ltrbxd.com/resized/sm/upload/ef/t5/6f/71/fQ0lcaOpn2WozSnL5hfAhH6tYOA-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/ef/t5/6f/71/fQ0lcaOpn2WozSnL5hfAhH6tYOA-0-150-0-225-crop.jpg', 'path': 'full/b2edda4a2223f544ed3a037abcc71600018684d5.jpg', 'checksum': 'ed49190b59ca875a15cb679cfceb2aa9'}]",372.0,Conan the Barbarian,7800.0,"(40, 15, 10)","[(243, 185, 50), (44, 16, 10), (156, 63, 16), (248, 238, 186), (196, 96, 26), (90, 84, 80)]","['action', 'adventure', 'fantasy']",2011,USA,Marcus Nispel
1773,26421,['https://a.ltrbxd.com/resized/film-poster/2/6/4/2/1/26421-beastly-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/6/4/2/1/26421-beastly-0-150-0-225-crop.jpg', 'path': 'full/b5053f12cbb4a03ceacbfda72f185d67692c790e.jpg', 'checksum': '290b692add1dad6037de26ed77ea2b81'}]",559.0,Beastly,11000.0,"(199, 137, 110)","[(200, 139, 110), (18, 15, 17), (100, 68, 66), (127, 146, 160), (116, 128, 143), (144, 52, 44)]","['romance', 'fantasy', 'drama']",2011,USA,Daniel Barnz
1774,89699,['https://a.ltrbxd.com/resized/film-poster/8/9/6/9/9/89699-thanks-for-sharing-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/8/9/6/9/9/89699-thanks-for-sharing-0-150-0-225-crop.jpg', 'path': 'full/8456c8a87974d96b64f1813380e382c0a466032b.jpg', 'checksum': 'dd756b91dbbc790dcd2638252393dba3'}]",356.0,Thanks for Sharing,3700.0,"(223, 218, 201)","[(225, 225, 207), (54, 52, 64), (147, 81, 88), (141, 148, 161), (166, 120, 88), (194, 146, 138)]","['comedy', 'drama']",2012,USA,Stuart Blumberg
1778,37566,['https://a.ltrbxd.com/resized/film-poster/3/7/5/6/6/37566-season-of-the-witch-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/7/5/6/6/37566-season-of-the-witch-0-150-0-225-crop.jpg', 'path': 'full/287bf097fa52935bb58f3f908240cbc835ac6f06.jpg', 'checksum': '6b2eb4aa386833eba220fd7176763209'}]",333.0,Season of the Witch,9100.0,"(47, 45, 44)","[(207, 184, 158), (44, 42, 41), (130, 111, 95), (153, 156, 152), (97, 102, 101), (150, 145, 156)]","['action', 'adventure', 'fantasy']",2011,USA,Dominic Sena
1779,62125,['https://a.ltrbxd.com/resized/film-poster/6/2/1/2/5/62125-act-of-valor-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/2/1/2/5/62125-act-of-valor-0-150-0-225-crop.jpg', 'path': 'full/a09e06609abf4bc036a861accc5e8e05737013bb.jpg', 'checksum': '46fde6458a9f2dc3b92d570d10c987f1'}]",384.0,Act of Valor,4700.0,"(6, 5, 5)","[(175, 188, 205), (6, 5, 5), (84, 78, 81), (167, 98, 76), (56, 64, 76), (124, 124, 124)]","['war', 'action', 'thriller']",2012,USA,Mike McCoy
1780,97341,['https://a.ltrbxd.com/resized/film-poster/9/7/3/4/1/97341-the-central-park-five-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/9/7/3/4/1/97341-the-central-park-five-0-150-0-225-crop.jpg', 'path': 'full/a494353b1293e91c9c8d71cae6b4faf81c970b00.jpg', 'checksum': 'c56debdcb21f5755b24b13d0eeb74daf'}]",554.0,The Central Park Five,2800.0,"(5, 5, 5)","[(191, 191, 191), (4, 4, 4), (85, 85, 85), (116, 116, 116), (124, 124, 124), (60, 60, 60)]",['documentary'],2012,USA,Sarah Burns
1781,70791,['https://a.ltrbxd.com/resized/sm/upload/hx/yu/oe/57/ph9Lo3pMNmTXFQa9wZVdCKL2tRe-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/hx/yu/oe/57/ph9Lo3pMNmTXFQa9wZVdCKL2tRe-0-150-0-225-crop.jpg', 'path': 'full/43687c598f5ab6794610706470d3f941cdfe6e50.jpg', 'checksum': 'c51689115b9b6bb4d932863a62de7f2b'}]",519.0,The Invisible War,3000.0,"(184, 178, 160)","[(185, 179, 161), (44, 36, 28), (92, 69, 56), (116, 110, 89), (102, 87, 65), (138, 110, 90)]","['documentary', 'drama', 'history', 'crime']",2012,USA,Kirby Dick
1783,76364,['https://a.ltrbxd.com/resized/sm/upload/lf/0y/9l/fr/vlqwveekzt71A3dmvIu4khaqejq-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/lf/0y/9l/fr/vlqwveekzt71A3dmvIu4khaqejq-0-150-0-225-crop.jpg', 'path': 'full/db6c6ae9b871a08c0d01a3946ccb761e8f894f86.jpg', 'checksum': 'd49de69d63c2a79089559df60e8a9419'}]",611.0,Game Change,4400.0,"(16, 17, 27)","[(16, 17, 27), (204, 192, 190), (32, 85, 157), (38, 64, 113), (115, 150, 187), (157, 80, 65)]","['drama', 'tv movie', 'history']",2012,USA,Jay Roach
1784,56607,['https://a.ltrbxd.com/resized/sm/upload/vg/jm/6r/b6/jOiNZQY2VODyb6LstWn32Z7rlS7-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/vg/jm/6r/b6/jOiNZQY2VODyb6LstWn32Z7rlS7-0-150-0-225-crop.jpg', 'path': 'full/3b70e4ec770d34e68cfba65cdf9b40c1a6ed2645.jpg', 'checksum': 'd01419dd4a26568c6b6327a91c48111f'}]",276.0,Girl Most Likely,4000.0,"(199, 202, 197)","[(201, 206, 197), (50, 36, 39), (170, 48, 79), (219, 162, 32), (189, 157, 108), (198, 121, 154)]",['comedy'],2012,USA,Shari Springer Berman
1785,69357,['https://a.ltrbxd.com/resized/film-poster/6/9/3/5/7/69357-tangled-ever-after-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/6/9/3/5/7/69357-tangled-ever-after-0-150-0-225-crop.jpg', 'path': 'full/ca8b586e4006872db3ff46e3998deb97af933932.jpg', 'checksum': '09c5a00e5192be15d178bee25cb81fa9'}]",751.0,Tangled Ever After,6600.0,"(212, 206, 199)","[(219, 209, 200), (57, 43, 30), (113, 72, 52), (164, 125, 100), (141, 103, 68), (137, 165, 175)]","['animation', 'comedy', 'family', 'action']",2012,USA,Nathan Greno
1790,386910,['https://a.ltrbxd.com/resized/sm/upload/6q/oq/t8/gc/unvyl4dK21DrC1qJQt3ytN8yxFz-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/6q/oq/t8/gc/unvyl4dK21DrC1qJQt3ytN8yxFz-0-150-0-225-crop.jpg', 'path': 'full/e08fa04ae78017ddfa58bb25bda7f7e4239761b9.jpg', 'checksum': 'c31de75ead1041d6ae4216eebb36a8aa'}]",823.0,Princess Cyd,2800.0,"(206, 199, 203)","[(209, 212, 219), (95, 35, 49), (148, 77, 76), (188, 107, 110), (91, 101, 114), (199, 143, 136)]","['romance', 'drama']",2017,USA,Stephen Cone
1792,361278,['https://a.ltrbxd.com/resized/film-poster/3/6/1/2/7/8/361278-home-again-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/6/1/2/7/8/361278-home-again-0-150-0-225-crop.jpg', 'path': 'full/551af8bec613fc16556288a30a858e3087dd59bd.jpg', 'checksum': '8881765dfb3102e265fd3796bc6d62b1'}]",579.0,Home Again,4700.0,"(225, 37, 47)","[(225, 36, 47), (239, 194, 168), (223, 132, 108), (108, 24, 19), (210, 92, 103), (212, 148, 156)]","['drama', 'comedy']",2017,USA,Hallie Meyers-Shyer
1794,359385,['https://a.ltrbxd.com/resized/film-poster/3/5/9/3/8/5/359385-brad-s-status-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/3/5/9/3/8/5/359385-brad-s-status-0-150-0-225-crop.jpg', 'path': 'full/ba4d3952a16bdfddc2e8d61b1e09019a2c5228f0.jpg', 'checksum': '75ee2e2ed841726466035b1b65a9c14a'}]",698.0,Brad's Status,3800.0,"(34, 23, 22)","[(222, 217, 208), (35, 24, 23), (123, 82, 62), (172, 123, 90), (130, 182, 194), (84, 100, 84)]","['drama', 'comedy']",2017,USA,Mike White
1795,269189,['https://a.ltrbxd.com/resized/film-poster/2/6/9/1/8/9/269189-shot-caller-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/film-poster/2/6/9/1/8/9/269189-shot-caller-0-150-0-225-crop.jpg', 'path': 'full/46b7a07c9ca94b3bd3e1a8021ee90970d454e42e.jpg', 'checksum': '6ac4bc787e821ca4f636b62d2d3e8ff9'}]",1100.0,Shot Caller,4800.0,"(193, 174, 161)","[(13, 18, 26), (195, 177, 162), (101, 81, 75), (130, 132, 132), (140, 84, 68), (124, 124, 132)]","['crime', 'thriller', 'drama']",2017,USA,Ric Roman Waugh
1796,363053,['https://a.ltrbxd.com/resized/sm/upload/5c/5i/0h/io/bucIkoNWWJ2cDarRhJLM63p2LZX-0-150-0-225-crop.jpg'],"[{'url': 'https://a.ltrbxd.com/resized/sm/upload/5c/5i/0h/io/bucIkoNWWJ2cDarRhJLM63p2LZX-0-150-0-225-crop.jpg', 'path': 'full/0dbabecca6e46f1f689a44d51ac23251d21316e2.jpg', 'checksum': '7fa16faa875d7c69c3d0a15eaca8ef19'}]",883.0,Mayhem,3700.0,"(56, 47, 46)","[(241, 235, 228), (57, 48, 48), (171, 76, 49), (217, 168, 68), (152, 161, 163), (98, 158, 182)]","['horror', 'action', 'comedy']",2017,USA,Joe Lynch
